species,name,family,habitat,length_cm,length_type,trophic_level,status,region,source,type,indicator,schooling_behaviour, mobility,position,activity_patterns
Scopelarchus analis,Short fin pearleye,Scopelarchidae,bathypelagic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scopelarchus guentheri,Staring pearleye,Scopelarchidae,bathypelagic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scopelarchus michaelsarsi,Bigfin pearleye,Scopelarchidae,bathypelagic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachypterois serrulata,Sawcheek scorpionfish,Scorpaenidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Caracanthus maculatus,Spotted coral croucher,Scorpaenidae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Caracanthus unipinna,Pygmy coral croucher,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Dendrochirus bellus,Butterfly scorpionfish,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Dendrochirus biocellatus,Twospot turkeyfish,Scorpaenidae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Dendrochirus zebra,Zebra turkeyfish,Scorpaenidae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Ebosia bleekeri,Bleeker's lionfish,Scorpaenidae,demersal,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hoplosebastes armatus,,Scorpaenidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Neomerinthe amplisquamiceps,Orange scorpionfish,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Neomerinthe erostris,Round scorpionfish,Scorpaenidae,benthopelagic,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Neomerinthe megalepis,,Scorpaenidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Neomerinthe pallidimacula,,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Neomerinthe procurva,Curvedspine scorpionfish,Scorpaenidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parapterois heterura,Blackfoot firefish,Scorpaenidae,demersal,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parascorpaena bandanensis,Banda scorpionfish,Scorpaenidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parascorpaena mcadamsi,McAdam's scorpionfish,Scorpaenidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parascorpaena mossambica,Mozambique scorpionfish,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parascorpaena picta,Northern scorpionfish,Scorpaenidae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Phenacoscorpius megalops,Noline scorpionfish,Scorpaenidae,bathydemersal,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pontinus macrocephalus,Large-headed scorpionfish,Scorpaenidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pontinus rhodochrous,,Scorpaenidae,benthopelagic,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteroidichthys amboinensis,Ambon scorpionfish,Scorpaenidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteroidichthys noronhai,Noronha’s scorpionfish,Scorpaenidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pterois antennata,Broadbarred firefish,Scorpaenidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pterois lunulata,Luna lion fish,Scorpaenidae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pterois radiata,Radial firefish,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pterois russelii,Plaintail turkeyfish,Scorpaenidae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pterois volitans,Red lionfish,Scorpaenidae,reef-associated,,,4.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Rhinopias frondosa,Weedy scorpionfish,Scorpaenidae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaena hatizyoensis,,Scorpaenidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaena izensis,Izu scorpionfish,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaena neglecta,,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaena onaria,Western scorpionfish,Scorpaenidae,benthopelagic,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes evides,Cheekspot scorpionfish,Scorpaenidae,demersal,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes guamensis,Guam scorpionfish,Scorpaenidae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes hirsutus,Hairy scorpionfish,Scorpaenidae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes kelloggi,Kellogg's scorpionfish,Scorpaenidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes minor,Minor scorpionfish,Scorpaenidae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes parvipinnis,Lowfin scorpionfish,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes scaber,Pygmy scorpionfish,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenodes varipinnis,Blotchfin scorpionfish,Scorpaenidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis cirrosa,Weedy stingfish,Scorpaenidae,demersal,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis cotticeps,Sculpin scorpionfish,Scorpaenidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis diabolus,False stonefish,Scorpaenidae,reef-associated,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis gibbosa,Humpbacked scorpionfish,Scorpaenidae,reef-associated,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis macrochir,Flasher scorpionfish,Scorpaenidae,reef-associated,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis neglecta,Yellowfin scorpionfish,Scorpaenidae,demersal,,,4.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scorpaenopsis oxycephalus,Tassled scorpionfish,Scorpaenidae,reef-associated,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastapistes cyanostigma,Yellowspotted scorpionfish,Scorpaenidae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastapistes nuchalis,,Scorpaenidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastapistes strongia,Barchin scorpionfish,Scorpaenidae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Taenianotus triacanthus,Leaf scorpionfish,Scorpaenidae,reef-associated,,,4.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thysanichthys crossotus,,Scorpaenidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cephaloscyllium fasciatum,Reticulated swellshark,Scyliorhinidae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cephaloscyllium sarawakense,Sarawak pygmy swell shark,Scyliorhinidae,benthopelagic,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cephaloscyllium umbratile,Blotchy swell shark,Scyliorhinidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scyliorhinus garmani,Brownspotted catshark,Scyliorhinidae,benthopelagic,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Scyliorhinus torazame,Cloudy catshark,Scyliorhinidae,demersal,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Helicolenus hilgendorfii,,Sebastidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hozukius emblemarius,,Sebastidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastiscus albofasciatus,,Sebastidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastiscus marmoratus,False kelpfish,Sebastidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sebastiscus tertius,,Sebastidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Chelidoperca formosa,Taiwanese perchlet,Serranidae,demersal,,,3.4,endemic,South China Sea,Fishbase.se,fish,TRUE,,,,
Chelidoperca hirundinacea,Red blotch perchlet,Serranidae,demersal,,,4,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Chelidoperca leucostigmata,White-spotted perchlet,Serranidae,demersal,,,3.5,endemic,South China Sea,Fishbase.se,fish,TRUE,,,,
Chelidoperca margaritifera,Pearly perchlet,Serranidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Chelidoperca pleurospilus,Arafura perchlet,Serranidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Chelidoperca stella,Star-spotted perchlet,Serranidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Ectreposebastes imus,Midwater scorpionfish,Setarchidae,bathypelagic,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lioscorpius longiceps,Slender scorpionfish,Setarchidae,bathydemersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lythrichthys longimanus,Red deepwater scorpionfish,Setarchidae,bathydemersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Setarches guentheri,Channeled rockfish,Setarchidae,benthopelagic,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus argenteus,Streamlined spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus canaliculatus,White-spotted spinefoot,Siganidae,reef-associated,,,2.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus corallinus,Blue-spotted spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus fuscescens,Mottled spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus guttatus,Orange-spotted spinefoot,Siganidae,reef-associated,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus javus,Streaked spinefoot,Siganidae,reef-associated,,,2.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus lineatus,Golden-lined spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus puellus,Masked spinefoot,Siganidae,reef-associated,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus punctatissimus,Peppered spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus punctatus,Goldspotted spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus spinus,Little spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus unimaculatus,Blotched foxface,Siganidae,reef-associated,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus vermiculatus,Vermiculated spinefoot,Siganidae,reef-associated,,,2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus virgatus,Barhead spinefoot,Siganidae,reef-associated,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Siganus vulpinus,Foxface,Siganidae,reef-associated,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillaginopodys chondropus,Clubfoot sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillaginops macrolepis,Large-scale sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago aeolus,Oriental sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago argentifasciata,Silver-banded sillago,Sillaginidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago asiatica,Asian sillago,Sillaginidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago boutani,Boutan's sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago indica,Indian sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago ingenuua,Bay sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago intermedia,Intermediate sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago japonica,Japanese sillago,Sillaginidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago maculata,Trumpeter whiting,Sillaginidae,demersal,,,3.3,questionable,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago megacephalus,Large-headed sillago,Sillaginidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago microps,Small-eyed sillago,Sillaginidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago nigrofasciata,,Sillaginidae,reef-associated,,,,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago parvisquamis,Small-scale sillago,Sillaginidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sillago sihama,Silver sillago,Sillaginidae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Achiroides melanorhynchus,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aesopia cornuta,Unicorn sole,Soleidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes cyaneus,,Soleidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes dubius,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes filiger,,Soleidae,demersal,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes guttulatus,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes kaianus,,Soleidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes kobensis,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aseraggodes xenicus,Dwarf sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus aenea,,Soleidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus annularis,Annular sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus aspilos,,Soleidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus harmandi,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus orientalis,Oriental sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus pan,Pan sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus panoides,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus siamensis,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Brachirus swinhonis,,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Dexillus muelleri,Tufted sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Heteromycteris hartzfeldii,Hook-nosed sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Heteromycteris japonicus,Bamboo sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Heteromycteris matsubarai,,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Heteromycteris oculus,Eyed sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Liachirus melanospilos,Carpet sole,Soleidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Monochirus trichodactylus,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pardachirus pavoninus,Peacock sole,Soleidae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Solea ovata,Ovate sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Soleichthys heterorhinos,Black-tip sole,Soleidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Soleichthys siammakuti,,Soleidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Synaptura commersonnii,Commerson's sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Typhlachirus elongatus,Mekong blind sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias altipinnis,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias crossolepis,,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias japonica,Wavyband sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias lucapensis,,Soleidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias quagga,Fringefin zebra sole,Soleidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zebrias zebra,Zebra sole,Soleidae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Solenostomus armatus,Armored pipefish,Solenostomidae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Solenostomus cyanopterus,Ghost pipefish,Solenostomidae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Solenostomus paradoxus,Harlequin ghost pipefish,Solenostomidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Centroscymnus coelolepis,Portuguese dogfish,Somniosidae,bathydemersal,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Centroscymnus owstonii,Roughskin dogfish,Somniosidae,bathydemersal,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Zameus squamulosus,Velvet dogfish,Somniosidae,benthopelagic,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Acanthopagrus australis,Yellowfin bream,Sparidae,demersal,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Acanthopagrus latus,Yellowfin seabream,Sparidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Acanthopagrus pacificus,Pacific seabream,Sparidae,pelagic-neritic,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Acanthopagrus schlegelii,Blackhead seabream,Sparidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Argyrops bleekeri,Taiwan tai,Sparidae,demersal,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Evynnis cardinalis,Threadfin porgy,Sparidae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Evynnis tumifrons,Yellowback seabream,Sparidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pagrus auratus,Silver seabream,Sparidae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pagrus major,Red seabream,Sparidae,demersal,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Rhabdosargus sarba,Goldlined seabream,Sparidae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena acutipinnis,Sharpfin barracuda,Sphyraenidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena barracuda,Great barracuda,Sphyraenidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena flavicauda,Yellowtail barracuda,Sphyraenidae,reef-associated,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena forsteri,Bigeye barracuda,Sphyraenidae,reef-associated,,,4.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena japonica,Japanese barracuda,Sphyraenidae,pelagic-neritic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena jello,Pickhandle barracuda,Sphyraenidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena novaehollandiae,Australian barracuda,Sphyraenidae,pelagic-neritic,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena obtusata,Obtuse barracuda,Sphyraenidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena pinguis,Red barracuda,Sphyraenidae,pelagic-neritic,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena putnamae,Sawtooth barracuda,Sphyraenidae,reef-associated,,,4.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyraena qenie,Blackfin barracuda,Sphyraenidae,reef-associated,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Eusphyra blochii,Winghead shark,Sphyrnidae,benthopelagic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Sphyrna lewini,Scalloped hammerhead,Sphyrnidae,pelagic-oceanic,,,4.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
